,Generation,Identity,Population
0,0,00,209.0
1,1,00,218.5
2,2,00,234.0
3,3,00,244.5
4,4,00,263.0
5,5,00,282.0
6,6,00,299.0
7,7,00,320.0
8,8,00,339.0
9,9,00,358.5
10,10,00,382.5
11,11,00,410.0
12,12,00,430.5
13,13,00,456.0
14,14,00,482.5
15,15,00,515.5
16,16,00,552.5
17,17,00,589.0
18,18,00,629.0
19,19,00,667.0
20,20,00,709.0
21,21,00,738.0
22,22,00,784.0
23,23,00,830.5
24,24,00,882.5
25,25,00,931.0
26,26,00,980.0
27,27,00,1038.0
28,28,00,1102.0
29,29,00,1182.0
30,30,00,1246.0
31,31,00,1328.0
32,32,00,1410.0
33,33,00,1504.5
34,34,00,1603.5
35,35,00,1714.0
36,36,00,1824.0
37,37,00,1956.5
38,38,00,2091.5
39,39,00,2221.0
40,40,00,2367.5
41,41,00,2534.5
42,42,00,2702.0
43,43,00,2889.5
44,44,00,3091.5
45,45,00,3299.0
46,46,00,3524.5
47,47,00,3752.0
48,48,00,4001.0
49,49,00,4270.0
50,50,00,4559.5
51,51,00,4871.5
52,52,00,5206.5
53,53,00,5550.0
54,54,00,5925.0
55,55,00,6332.5
56,56,00,6775.0
57,57,00,7260.5
58,58,00,7773.5
59,59,00,8302.5
60,60,00,8873.0
61,61,00,9482.5
62,62,00,10140.5
63,63,00,10858.5
64,64,00,11635.0
65,65,00,12448.5
66,66,00,13356.5
67,67,00,14283.5
68,68,00,15279.5
69,69,00,16359.0
70,70,00,17536.5
71,71,00,18810.0
72,72,00,20192.5
73,73,00,21664.0
74,74,00,23199.0
75,75,00,24912.0
76,76,00,26748.0
77,77,00,28722.0
78,78,00,30809.0
79,79,00,33042.0
80,80,00,35496.5
81,81,00,38109.0
82,82,00,40959.5
83,83,00,44004.5
84,84,00,47341.0
85,85,00,50999.0
86,86,00,54874.0
87,87,00,59161.5
88,88,00,63795.0
89,89,00,68752.0
90,90,00,74188.0
91,91,00,79983.5
92,92,00,86287.0
93,93,00,93107.0
94,94,00,100444.5
95,95,00,108522.0
96,96,00,117291.5
97,97,00,126873.5
98,98,00,137079.0
99,99,00,148295.5
100,100,00,160581.5
101,101,00,174076.0
102,102,00,188721.5
103,103,00,204696.0
104,104,00,222038.0
105,105,00,241263.5
106,106,00,261977.5
107,107,00,284861.0
108,108,00,309778.5
109,109,00,337055.0
110,110,00,366845.5
111,111,00,399702.5
112,112,00,435370.5
113,113,00,474668.0
114,114,00,517629.5
115,115,00,564802.5
116,116,00,616936.0
117,117,00,674069.0
118,118,00,736951.5
119,119,00,805999.0
120,120,00,882372.0
121,121,00,966182.5
122,122,00,1058653.0
123,123,00,1160456.5
124,124,00,1272522.0
125,125,00,1396560.5
126,126,00,1533345.5
127,127,00,1684227.0
128,128,00,1850909.5
129,129,00,2035492.0
130,130,00,2239514.5
131,131,00,2465373.0
132,132,00,2715456.5
133,133,00,2992712.5
134,134,00,3300774.5
135,135,00,3641407.5
136,136,00,4020191.5
137,137,00,4440837.0
138,138,00,4604987.5
139,139,00,4787094.5
140,140,00,4988466.0
141,141,00,5211459.0
142,142,00,5458304.5
143,143,00,5732505.5
144,144,00,5732505.5
145,145,00,5732505.5
146,146,00,5732505.5
147,147,00,5732505.5
148,148,00,5732505.5
149,149,00,5732505.5
150,150,00,5732505.5
151,151,00,5732505.5
152,152,00,5732505.5
153,153,00,5732505.5
154,154,00,5732505.5
155,155,00,5732505.5
156,156,00,5732505.5
157,157,00,5732505.5
158,158,00,5732505.5
159,159,00,5732505.5
160,160,00,5732505.5
161,161,00,5732505.5
162,162,00,5732505.5
163,163,00,5732505.5
164,164,00,5732505.5
165,165,00,5732505.5
166,166,00,5732505.5
167,167,00,5732505.5
168,168,00,5732505.5
169,169,00,5732505.5
170,170,00,5732505.5
171,171,00,5732505.5
172,172,00,5732505.5
173,173,00,5732505.5
174,174,00,5732505.5
175,175,00,5732505.5
176,176,00,5732505.5
177,177,00,5732505.5
178,178,00,5732505.5
179,179,00,5732505.5
180,180,00,5732505.5
181,181,00,5732505.5
182,182,00,5732505.5
183,183,00,5732505.5
184,184,00,5732505.5
185,185,00,5732505.5
186,186,00,5732505.5
187,187,00,5732505.5
188,188,00,5732505.5
189,189,00,5732505.5
190,190,00,5732505.5
191,191,00,5732505.5
192,192,00,5732505.5
193,193,00,5732505.5
194,194,00,5732505.5
195,195,00,5732505.5
196,196,00,5732505.5
197,197,00,5732505.5
198,198,00,5732505.5
199,199,00,5732505.5
200,200,00,5732505.5
201,201,00,5732505.5
202,202,00,5732505.5
203,203,00,5732505.5
204,204,00,5732505.5
205,205,00,5732505.5
206,206,00,5732505.5
207,207,00,5732505.5
208,208,00,5732505.5
209,209,00,5732505.5
210,210,00,5732505.5
211,211,00,5732505.5
212,212,00,5732505.5
213,213,00,5732505.5
214,214,00,5732505.5
215,215,00,5732505.5
216,216,00,5732505.5
217,217,00,5732505.5
218,218,00,5732505.5
219,219,00,5732505.5
220,220,00,5732505.5
221,221,00,5732505.5
222,222,00,5732505.5
223,223,00,5732505.5
224,224,00,5732505.5
225,225,00,5732505.5
226,226,00,5732505.5
227,227,00,5732505.5
228,228,00,5732505.5
229,229,00,5732505.5
230,230,00,5732505.5
231,231,00,5732505.5
232,232,00,5732505.5
233,233,00,5732505.5
234,234,00,5732505.5
235,235,00,5732505.5
236,236,00,5732505.5
237,237,00,5732505.5
238,238,00,5732505.5
239,239,00,5732505.5
240,240,00,5732505.5
241,241,00,5732505.5
242,242,00,5732505.5
243,243,00,5732505.5
244,244,00,5732505.5
245,245,00,5732505.5
246,246,00,5732505.5
247,247,00,5732505.5
248,248,00,5732505.5
249,249,00,5732505.5
250,250,00,5732505.5
251,251,00,5732505.5
252,252,00,5732505.5
253,253,00,5732505.5
254,254,00,5732505.5
255,255,00,5732505.5
256,256,00,5732505.5
257,257,00,5732505.5
258,258,00,5732505.5
259,259,00,5732505.5
260,260,00,5732505.5
261,261,00,5732505.5
262,262,00,5732505.5
263,263,00,5732505.5
264,264,00,5732505.5
265,265,00,5732505.5
266,266,00,5732505.5
267,267,00,5732505.5
268,268,00,5732505.5
269,269,00,5732505.5
270,270,00,5732505.5
271,271,00,5732505.5
272,272,00,5732505.5
273,273,00,5732505.5
274,274,00,5732505.5
275,275,00,5732505.5
276,276,00,5732505.5
277,277,00,5732505.5
278,278,00,5732505.5
279,279,00,5732505.5
280,280,00,5732505.5
281,281,00,5732505.5
282,282,00,5732505.5
283,283,00,5732505.5
284,284,00,5732505.5
285,285,00,5732505.5
286,286,00,5732505.5
287,287,00,5732505.5
288,288,00,5732505.5
289,289,00,5732505.5
290,290,00,5732505.5
291,291,00,5732505.5
292,292,00,5732505.5
293,293,00,5732505.5
294,294,00,5732505.5
295,295,00,5732505.5
296,296,00,5732505.5
297,297,00,5732505.5
298,298,00,5732505.5
299,0,01,0.0
300,1,01,1.0
301,2,01,1.0
302,3,01,3.0
303,4,01,3.0
304,5,01,3.5
305,6,01,4.5
306,7,01,5.0
307,8,01,5.5
308,9,01,6.0
309,10,01,6.0
310,11,01,5.0
311,12,01,7.0
312,13,01,7.5
313,14,01,9.0
314,15,01,9.5
315,16,01,10.0
316,17,01,11.5
317,18,01,12.5
318,19,01,14.0
319,20,01,16.5
320,21,01,19.0
321,22,01,19.0
322,23,01,22.0
323,24,01,24.5
324,25,01,27.5
325,26,01,31.5
326,27,01,38.5
327,28,01,46.5
328,29,01,51.0
329,30,01,54.5
330,31,01,63.5
331,32,01,73.0
332,33,01,79.5
333,34,01,89.5
334,35,01,100.0
335,36,01,110.5
336,37,01,123.0
337,38,01,137.0
338,39,01,150.5
339,40,01,163.0
340,41,01,177.0
341,42,01,194.5
342,43,01,214.0
343,44,01,234.0
344,45,01,250.0
345,46,01,274.5
346,47,01,302.5
347,48,01,332.5
348,49,01,364.5
349,50,01,396.5
350,51,01,445.5
351,52,01,495.5
352,53,01,542.5
353,54,01,598.5
354,55,01,650.5
355,56,01,704.0
356,57,01,772.5
357,58,01,853.0
358,59,01,929.5
359,60,01,1014.0
360,61,01,1110.0
361,62,01,1215.0
362,63,01,1330.5
363,64,01,1461.5
364,65,01,1600.5
365,66,01,1762.5
366,67,01,1939.5
367,68,01,2113.5
368,69,01,2339.0
369,70,01,2570.5
370,71,01,2821.0
371,72,01,3093.0
372,73,01,3372.0
373,74,01,3701.0
374,75,01,4046.5
375,76,01,4412.0
376,77,01,4838.5
377,78,01,5268.0
378,79,01,5780.0
379,80,01,6355.0
380,81,01,6979.0
381,82,01,7678.0
382,83,01,8428.0
383,84,01,9279.5
384,85,01,10241.0
385,86,01,11275.5
386,87,01,12394.5
387,88,01,13599.0
388,89,01,14963.5
389,90,01,16512.0
390,91,01,18199.0
391,92,01,20061.0
392,93,01,22095.5
393,94,01,24383.5
394,95,01,26905.5
395,96,01,29673.0
396,97,01,32725.0
397,98,01,36163.0
398,99,01,39963.5
399,100,01,44186.0
400,101,01,48874.5
401,102,01,54105.5
402,103,01,59825.5
403,104,01,66146.0
404,105,01,73199.0
405,106,01,81043.5
406,107,01,89694.0
407,108,01,99302.5
408,109,01,110132.5
409,110,01,122074.5
410,111,01,135336.0
411,112,01,150085.0
412,113,01,166472.5
413,114,01,184734.5
414,115,01,204928.0
415,116,01,227528.5
416,117,01,252705.5
417,118,01,280750.0
418,119,01,312093.0
419,120,01,346866.0
420,121,01,385866.5
421,122,01,429389.0
422,123,01,477744.0
423,124,01,531972.5
424,125,01,592265.0
425,126,01,659724.5
426,127,01,734848.5
427,128,01,818897.5
428,129,01,912580.5
429,130,01,1017794.5
430,131,01,1135197.0
431,132,01,1266366.0
432,133,01,1413501.5
433,134,01,1578006.0
434,135,01,1762019.0
435,136,01,1968739.0
436,137,01,2199953.0
437,138,01,2284373.5
438,139,01,2379114.5
439,140,01,2484937.0
440,141,01,2603685.5
441,142,01,2736618.5
442,143,01,2884744.5
443,144,01,2884744.5
444,145,01,2884744.5
445,146,01,2884744.5
446,147,01,2884744.5
447,148,01,2884744.5
448,149,01,2884744.5
449,150,01,2884744.5
450,151,01,2884744.5
451,152,01,2884744.5
452,153,01,2884744.5
453,154,01,2884744.5
454,155,01,2884744.5
455,156,01,2884744.5
456,157,01,2884744.5
457,158,01,2884744.5
458,159,01,2884744.5
459,160,01,2884744.5
460,161,01,2884744.5
461,162,01,2884744.5
462,163,01,2884744.5
463,164,01,2884744.5
464,165,01,2884744.5
465,166,01,2884744.5
466,167,01,2884744.5
467,168,01,2884744.5
468,169,01,2884744.5
469,170,01,2884744.5
470,171,01,2884744.5
471,172,01,2884744.5
472,173,01,2884744.5
473,174,01,2884744.5
474,175,01,2884744.5
475,176,01,2884744.5
476,177,01,2884744.5
477,178,01,2884744.5
478,179,01,2884744.5
479,180,01,2884744.5
480,181,01,2884744.5
481,182,01,2884744.5
482,183,01,2884744.5
483,184,01,2884744.5
484,185,01,2884744.5
485,186,01,2884744.5
486,187,01,2884744.5
487,188,01,2884744.5
488,189,01,2884744.5
489,190,01,2884744.5
490,191,01,2884744.5
491,192,01,2884744.5
492,193,01,2884744.5
493,194,01,2884744.5
494,195,01,2884744.5
495,196,01,2884744.5
496,197,01,2884744.5
497,198,01,2884744.5
498,199,01,2884744.5
499,200,01,2884744.5
500,201,01,2884744.5
501,202,01,2884744.5
502,203,01,2884744.5
503,204,01,2884744.5
504,205,01,2884744.5
505,206,01,2884744.5
506,207,01,2884744.5
507,208,01,2884744.5
508,209,01,2884744.5
509,210,01,2884744.5
510,211,01,2884744.5
511,212,01,2884744.5
512,213,01,2884744.5
513,214,01,2884744.5
514,215,01,2884744.5
515,216,01,2884744.5
516,217,01,2884744.5
517,218,01,2884744.5
518,219,01,2884744.5
519,220,01,2884744.5
520,221,01,2884744.5
521,222,01,2884744.5
522,223,01,2884744.5
523,224,01,2884744.5
524,225,01,2884744.5
525,226,01,2884744.5
526,227,01,2884744.5
527,228,01,2884744.5
528,229,01,2884744.5
529,230,01,2884744.5
530,231,01,2884744.5
531,232,01,2884744.5
532,233,01,2884744.5
533,234,01,2884744.5
534,235,01,2884744.5
535,236,01,2884744.5
536,237,01,2884744.5
537,238,01,2884744.5
538,239,01,2884744.5
539,240,01,2884744.5
540,241,01,2884744.5
541,242,01,2884744.5
542,243,01,2884744.5
543,244,01,2884744.5
544,245,01,2884744.5
545,246,01,2884744.5
546,247,01,2884744.5
547,248,01,2884744.5
