2.000000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.090000000000000000e+02,0.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00
2.185000000000000000e+02,1.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00
2.340000000000000000e+02,1.000000000000000000e+00,1.500000000000000000e+00,0.000000000000000000e+00
2.445000000000000000e+02,3.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00
2.630000000000000000e+02,3.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00
2.820000000000000000e+02,3.500000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00
2.990000000000000000e+02,4.500000000000000000e+00,3.500000000000000000e+00,0.000000000000000000e+00
3.200000000000000000e+02,5.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00
3.390000000000000000e+02,5.500000000000000000e+00,5.500000000000000000e+00,0.000000000000000000e+00
3.585000000000000000e+02,6.000000000000000000e+00,5.500000000000000000e+00,0.000000000000000000e+00
3.825000000000000000e+02,6.000000000000000000e+00,5.500000000000000000e+00,0.000000000000000000e+00
4.100000000000000000e+02,5.000000000000000000e+00,5.500000000000000000e+00,0.000000000000000000e+00
4.305000000000000000e+02,7.000000000000000000e+00,4.500000000000000000e+00,0.000000000000000000e+00
4.560000000000000000e+02,7.500000000000000000e+00,4.500000000000000000e+00,0.000000000000000000e+00
4.825000000000000000e+02,9.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00
5.155000000000000000e+02,9.500000000000000000e+00,5.500000000000000000e+00,0.000000000000000000e+00
5.525000000000000000e+02,1.000000000000000000e+01,6.500000000000000000e+00,0.000000000000000000e+00
5.890000000000000000e+02,1.150000000000000000e+01,7.500000000000000000e+00,0.000000000000000000e+00
6.290000000000000000e+02,1.250000000000000000e+01,8.000000000000000000e+00,0.000000000000000000e+00
6.670000000000000000e+02,1.400000000000000000e+01,9.500000000000000000e+00,0.000000000000000000e+00
7.090000000000000000e+02,1.650000000000000000e+01,1.050000000000000000e+01,5.000000000000000000e-01
7.380000000000000000e+02,1.900000000000000000e+01,1.400000000000000000e+01,5.000000000000000000e-01
7.840000000000000000e+02,1.900000000000000000e+01,1.550000000000000000e+01,5.000000000000000000e-01
8.305000000000000000e+02,2.200000000000000000e+01,1.600000000000000000e+01,5.000000000000000000e-01
8.825000000000000000e+02,2.450000000000000000e+01,1.650000000000000000e+01,5.000000000000000000e-01
9.310000000000000000e+02,2.750000000000000000e+01,1.850000000000000000e+01,5.000000000000000000e-01
9.800000000000000000e+02,3.150000000000000000e+01,2.300000000000000000e+01,5.000000000000000000e-01
1.038000000000000000e+03,3.850000000000000000e+01,2.400000000000000000e+01,5.000000000000000000e-01
1.102000000000000000e+03,4.650000000000000000e+01,2.950000000000000000e+01,5.000000000000000000e-01
1.182000000000000000e+03,5.100000000000000000e+01,3.150000000000000000e+01,5.000000000000000000e-01
1.246000000000000000e+03,5.450000000000000000e+01,3.600000000000000000e+01,1.000000000000000000e+00
1.328000000000000000e+03,6.350000000000000000e+01,3.850000000000000000e+01,1.000000000000000000e+00
1.410000000000000000e+03,7.300000000000000000e+01,4.100000000000000000e+01,1.500000000000000000e+00
1.504500000000000000e+03,7.950000000000000000e+01,4.150000000000000000e+01,2.000000000000000000e+00
1.603500000000000000e+03,8.950000000000000000e+01,4.950000000000000000e+01,2.000000000000000000e+00
1.714000000000000000e+03,1.000000000000000000e+02,5.500000000000000000e+01,2.500000000000000000e+00
1.824000000000000000e+03,1.105000000000000000e+02,6.450000000000000000e+01,3.000000000000000000e+00
1.956500000000000000e+03,1.230000000000000000e+02,6.950000000000000000e+01,3.500000000000000000e+00
2.091500000000000000e+03,1.370000000000000000e+02,8.000000000000000000e+01,2.500000000000000000e+00
2.221000000000000000e+03,1.505000000000000000e+02,8.950000000000000000e+01,3.000000000000000000e+00
2.367500000000000000e+03,1.630000000000000000e+02,9.650000000000000000e+01,3.500000000000000000e+00
2.534500000000000000e+03,1.770000000000000000e+02,1.055000000000000000e+02,2.500000000000000000e+00
2.702000000000000000e+03,1.945000000000000000e+02,1.140000000000000000e+02,2.000000000000000000e+00
2.889500000000000000e+03,2.140000000000000000e+02,1.235000000000000000e+02,2.500000000000000000e+00
3.091500000000000000e+03,2.340000000000000000e+02,1.290000000000000000e+02,3.000000000000000000e+00
3.299000000000000000e+03,2.500000000000000000e+02,1.400000000000000000e+02,2.500000000000000000e+00
3.524500000000000000e+03,2.745000000000000000e+02,1.535000000000000000e+02,3.500000000000000000e+00
3.752000000000000000e+03,3.025000000000000000e+02,1.645000000000000000e+02,4.000000000000000000e+00
4.001000000000000000e+03,3.325000000000000000e+02,1.765000000000000000e+02,4.500000000000000000e+00
4.270000000000000000e+03,3.645000000000000000e+02,1.855000000000000000e+02,5.000000000000000000e+00
4.559500000000000000e+03,3.965000000000000000e+02,2.010000000000000000e+02,7.500000000000000000e+00
4.871500000000000000e+03,4.455000000000000000e+02,2.175000000000000000e+02,8.500000000000000000e+00
5.206500000000000000e+03,4.955000000000000000e+02,2.420000000000000000e+02,9.000000000000000000e+00
5.550000000000000000e+03,5.425000000000000000e+02,2.565000000000000000e+02,8.500000000000000000e+00
5.925000000000000000e+03,5.985000000000000000e+02,2.765000000000000000e+02,1.050000000000000000e+01
6.332500000000000000e+03,6.505000000000000000e+02,2.970000000000000000e+02,1.100000000000000000e+01
6.775000000000000000e+03,7.040000000000000000e+02,3.180000000000000000e+02,1.200000000000000000e+01
7.260500000000000000e+03,7.725000000000000000e+02,3.370000000000000000e+02,1.350000000000000000e+01
7.773500000000000000e+03,8.530000000000000000e+02,3.610000000000000000e+02,1.500000000000000000e+01
8.302500000000000000e+03,9.295000000000000000e+02,3.905000000000000000e+02,1.550000000000000000e+01
8.873000000000000000e+03,1.014000000000000000e+03,4.250000000000000000e+02,1.900000000000000000e+01
9.482500000000000000e+03,1.110000000000000000e+03,4.605000000000000000e+02,2.450000000000000000e+01
1.014050000000000000e+04,1.215000000000000000e+03,4.950000000000000000e+02,2.850000000000000000e+01
1.085850000000000000e+04,1.330500000000000000e+03,5.380000000000000000e+02,3.100000000000000000e+01
1.163500000000000000e+04,1.461500000000000000e+03,5.870000000000000000e+02,3.550000000000000000e+01
