,Generation,Identity,Population
625,27,10,67.0
626,28,10,76.0
627,29,10,86.0
628,30,10,98.0
629,31,10,106.5
630,32,10,119.5
631,33,10,137.5
632,34,10,153.5
633,35,10,173.5
634,36,10,194.0
635,37,10,211.0
636,38,10,238.0
637,39,10,269.0
638,40,10,301.5
639,41,10,338.0
640,42,10,376.0
641,43,10,421.0
642,44,10,472.0
643,45,10,526.0
644,46,10,592.5
645,47,10,651.5
646,48,10,704.5
647,49,10,777.0
648,50,10,862.0
649,51,10,966.5
650,52,10,1080.5
651,53,10,1190.5
652,54,10,1320.5
653,55,10,1474.0
654,56,10,1642.5
655,57,10,1850.0
656,58,10,2089.5
657,59,10,2359.5
658,60,10,2657.0
659,61,10,2981.0
660,62,10,3435.0
661,63,10,3985.5
662,64,10,4646.5
663,65,10,5490.5
664,66,10,6570.5
665,67,10,8017.5
666,68,10,10087.0
667,69,10,13030.0
668,70,10,17616.5
669,71,10,24779.5
670,72,10,36591.0
671,73,10,56844.0
672,74,10,92071.0
673,75,10,154789.0
674,76,10,157321.5
675,77,10,161052.5
676,78,10,166549.0
677,79,10,175106.5
678,80,10,189271.0
679,81,10,212942.0
680,82,10,253686.5
681,83,10,326369.0
682,84,10,326369.0
683,85,10,326369.0
684,86,10,326369.0
685,87,10,326369.0
686,88,10,326369.0
687,89,10,326369.0
688,90,10,326369.0
689,91,10,326369.0
690,92,10,326369.0
691,93,10,326369.0
692,94,10,326369.0
693,95,10,326369.0
694,96,10,326369.0
695,97,10,326369.0
696,98,10,326369.0
697,99,10,326369.0
698,100,10,326369.0
699,101,10,326369.0
700,102,10,326369.0
701,103,10,326369.0
702,104,10,326369.0
703,105,10,326369.0
704,106,10,326369.0
705,107,10,326369.0
706,108,10,326369.0
707,109,10,326369.0
708,110,10,326369.0
709,111,10,326369.0
710,112,10,326369.0
711,113,10,326369.0
712,114,10,326369.0
713,115,10,326369.0
714,116,10,326369.0
715,117,10,326369.0
716,118,10,326369.0
717,119,10,326369.0
718,120,10,326369.0
719,121,10,326369.0
720,122,10,326369.0
721,123,10,326369.0
722,124,10,326369.0
723,125,10,326369.0
724,126,10,326369.0
725,127,10,326369.0
726,128,10,326369.0
727,129,10,326369.0
728,130,10,326369.0
729,131,10,326369.0
730,132,10,326369.0
731,133,10,326369.0
732,134,10,326369.0
733,135,10,326369.0
734,136,10,326369.0
735,137,10,326369.0
736,138,10,326369.0
737,139,10,326369.0
738,140,10,326369.0
739,141,10,326369.0
740,142,10,326369.0
741,143,10,326369.0
742,144,10,326369.0
743,145,10,326369.0
744,146,10,326369.0
745,147,10,326369.0
746,148,10,326369.0
747,149,10,326369.0
748,150,10,326369.0
749,151,10,326369.0
750,152,10,326369.0
751,153,10,326369.0
752,154,10,326369.0
753,155,10,326369.0
754,156,10,326369.0
755,157,10,326369.0
756,158,10,326369.0
757,159,10,326369.0
758,160,10,326369.0
759,161,10,326369.0
760,162,10,326369.0
761,163,10,326369.0
762,164,10,326369.0
763,165,10,326369.0
764,166,10,326369.0
765,167,10,326369.0
766,168,10,326369.0
767,169,10,326369.0
768,170,10,326369.0
769,171,10,326369.0
770,172,10,326369.0
771,173,10,326369.0
772,174,10,326369.0
773,175,10,326369.0
774,176,10,326369.0
775,177,10,326369.0
776,178,10,326369.0
777,179,10,326369.0
778,180,10,326369.0
779,181,10,326369.0
780,182,10,326369.0
781,183,10,326369.0
782,184,10,326369.0
783,185,10,326369.0
784,186,10,326369.0
785,187,10,326369.0
786,188,10,326369.0
787,189,10,326369.0
788,190,10,326369.0
789,191,10,326369.0
790,192,10,326369.0
791,193,10,326369.0
792,194,10,326369.0
793,195,10,326369.0
794,196,10,326369.0
795,197,10,326369.0
796,198,10,326369.0
797,199,10,326369.0
798,200,10,326369.0
799,201,10,326369.0
800,202,10,326369.0
801,203,10,326369.0
802,204,10,326369.0
803,205,10,326369.0
804,206,10,326369.0
805,207,10,326369.0
806,208,10,326369.0
807,209,10,326369.0
808,210,10,326369.0
809,211,10,326369.0
810,212,10,326369.0
811,213,10,326369.0
812,214,10,326369.0
813,215,10,326369.0
814,216,10,326369.0
815,217,10,326369.0
816,218,10,326369.0
817,219,10,326369.0
818,220,10,326369.0
819,221,10,326369.0
820,222,10,326369.0
821,223,10,326369.0
822,224,10,326369.0
823,225,10,326369.0
824,226,10,326369.0
825,227,10,326369.0
826,228,10,326369.0
827,229,10,326369.0
828,230,10,326369.0
829,231,10,326369.0
830,232,10,326369.0
831,233,10,326369.0
832,234,10,326369.0
833,235,10,326369.0
834,236,10,326369.0
835,237,10,326369.0
836,238,10,326369.0
837,239,10,326369.0
838,240,10,326369.0
839,241,10,326369.0
840,242,10,326369.0
841,243,10,326369.0
842,244,10,326369.0
843,245,10,326369.0
844,246,10,326369.0
845,247,10,326369.0
846,248,10,326369.0
847,249,10,326369.0
848,250,10,326369.0
849,251,10,326369.0
850,252,10,326369.0
851,253,10,326369.0
852,254,10,326369.0
853,255,10,326369.0
854,256,10,326369.0
855,257,10,326369.0
856,258,10,326369.0
857,259,10,326369.0
858,260,10,326369.0
859,261,10,326369.0
860,262,10,326369.0
861,263,10,326369.0
862,264,10,326369.0
863,265,10,326369.0
864,266,10,326369.0
865,267,10,326369.0
866,268,10,326369.0
867,269,10,326369.0
868,270,10,326369.0
869,271,10,326369.0
870,272,10,326369.0
871,273,10,326369.0
872,274,10,326369.0
873,275,10,326369.0
874,276,10,326369.0
875,277,10,326369.0
876,278,10,326369.0
877,279,10,326369.0
878,280,10,326369.0
879,281,10,326369.0
880,282,10,326369.0
881,283,10,326369.0
882,284,10,326369.0
883,285,10,326369.0
884,286,10,326369.0
885,287,10,326369.0
886,288,10,326369.0
887,289,10,326369.0
888,290,10,326369.0
889,291,10,326369.0
890,292,10,326369.0
891,293,10,326369.0
892,294,10,326369.0
893,295,10,326369.0
894,296,10,326369.0
895,297,10,326369.0
896,298,10,326369.0
897,0,11,0.0
898,1,11,0.0
899,2,11,0.0
900,3,11,0.0
901,4,11,0.0
902,5,11,0.0
903,6,11,0.0
904,7,11,0.0
905,8,11,0.0
906,9,11,0.0
907,10,11,0.0
908,11,11,0.0
909,12,11,0.0
910,13,11,0.5
911,14,11,0.5
912,15,11,0.5
913,16,11,0.5
914,17,11,0.5
915,18,11,0.5
916,19,11,0.5
917,20,11,0.5
918,21,11,0.5
919,22,11,1.0
920,23,11,0.5
921,24,11,1.0
922,25,11,1.0
923,26,11,1.0
924,27,11,0.5
925,28,11,0.5
926,29,11,0.5
927,30,11,0.5
928,31,11,1.0
929,32,11,1.0
930,33,11,1.5
931,34,11,1.5
932,35,11,2.0
933,36,11,1.5
934,37,11,2.0
935,38,11,2.5
936,39,11,4.0
937,40,11,6.0
938,41,11,9.0
939,42,11,11.0
940,43,11,14.0
941,44,11,18.0
942,45,11,21.5
943,46,11,26.5
944,47,11,33.5
945,48,11,42.0
946,49,11,57.5
947,50,11,77.0
948,51,11,99.5
949,52,11,129.5
950,53,11,167.0
951,54,11,222.5
952,55,11,292.5
953,56,11,397.0
954,57,11,552.5
955,58,11,765.0
956,59,11,1088.0
957,60,11,1571.0
958,61,11,2332.5
959,62,11,3570.0
960,63,11,5634.0
961,64,11,9155.0
962,65,11,15282.5
963,66,11,26299.0
964,67,11,46107.0
965,68,11,82289.5
966,69,11,148803.0
967,70,11,271688.0
968,71,11,499275.0
969,72,11,921947.0
970,73,11,1706144.5
971,74,11,3163943.5
972,75,11,5877522.5
973,76,11,5918823.0
974,77,11,5994600.5
975,78,11,6134487.5
976,79,11,6393569.0
977,80,11,6874086.5
978,81,11,7767210.0
979,82,11,9428147.0
980,83,11,12517056.5
981,84,11,12517056.5
982,85,11,12517056.5
983,86,11,12517056.5
984,87,11,12517056.5
985,88,11,12517056.5
986,89,11,12517056.5
987,90,11,12517056.5
988,91,11,12517056.5
989,92,11,12517056.5
990,93,11,12517056.5
991,94,11,12517056.5
992,95,11,12517056.5
993,96,11,12517056.5
994,97,11,12517056.5
995,98,11,12517056.5
996,99,11,12517056.5
997,100,11,12517056.5
998,101,11,12517056.5
999,102,11,12517056.5
1000,103,11,12517056.5
1001,104,11,12517056.5
1002,105,11,12517056.5
1003,106,11,12517056.5
1004,107,11,12517056.5
1005,108,11,12517056.5
1006,109,11,12517056.5
1007,110,11,12517056.5
1008,111,11,12517056.5
1009,112,11,12517056.5
1010,113,11,12517056.5
1011,114,11,12517056.5
1012,115,11,12517056.5
1013,116,11,12517056.5
1014,117,11,12517056.5
1015,118,11,12517056.5
1016,119,11,12517056.5
1017,120,11,12517056.5
1018,121,11,12517056.5
1019,122,11,12517056.5
1020,123,11,12517056.5
1021,124,11,12517056.5
1022,125,11,12517056.5
1023,126,11,12517056.5
1024,127,11,12517056.5
1025,128,11,12517056.5
1026,129,11,12517056.5
1027,130,11,12517056.5
1028,131,11,12517056.5
1029,132,11,12517056.5
1030,133,11,12517056.5
1031,134,11,12517056.5
1032,135,11,12517056.5
1033,136,11,12517056.5
1034,137,11,12517056.5
1035,138,11,12517056.5
1036,139,11,12517056.5
1037,140,11,12517056.5
1038,141,11,12517056.5
1039,142,11,12517056.5
1040,143,11,12517056.5
1041,144,11,12517056.5
1042,145,11,12517056.5
1043,146,11,12517056.5
1044,147,11,12517056.5
1045,148,11,12517056.5
1046,149,11,12517056.5
1047,150,11,12517056.5
1048,151,11,12517056.5
1049,152,11,12517056.5
1050,153,11,12517056.5
1051,154,11,12517056.5
1052,155,11,12517056.5
1053,156,11,12517056.5
1054,157,11,12517056.5
1055,158,11,12517056.5
1056,159,11,12517056.5
1057,160,11,12517056.5
1058,161,11,12517056.5
1059,162,11,12517056.5
1060,163,11,12517056.5
1061,164,11,12517056.5
1062,165,11,12517056.5
1063,166,11,12517056.5
1064,167,11,12517056.5
1065,168,11,12517056.5
1066,169,11,12517056.5
1067,170,11,12517056.5
1068,171,11,12517056.5
1069,172,11,12517056.5
1070,173,11,12517056.5
1071,174,11,12517056.5
1072,175,11,12517056.5
1073,176,11,12517056.5
1074,177,11,12517056.5
1075,178,11,12517056.5
1076,179,11,12517056.5
1077,180,11,12517056.5
1078,181,11,12517056.5
1079,182,11,12517056.5
1080,183,11,12517056.5
1081,184,11,12517056.5
1082,185,11,12517056.5
1083,186,11,12517056.5
1084,187,11,12517056.5
1085,188,11,12517056.5
1086,189,11,12517056.5
1087,190,11,12517056.5
1088,191,11,12517056.5
1089,192,11,12517056.5
1090,193,11,12517056.5
1091,194,11,12517056.5
1092,195,11,12517056.5
1093,196,11,12517056.5
1094,197,11,12517056.5
1095,198,11,12517056.5
1096,199,11,12517056.5
1097,200,11,12517056.5
1098,201,11,12517056.5
1099,202,11,12517056.5
1100,203,11,12517056.5
1101,204,11,12517056.5
1102,205,11,12517056.5
1103,206,11,12517056.5
1104,207,11,12517056.5
1105,208,11,12517056.5
1106,209,11,12517056.5
1107,210,11,12517056.5
1108,211,11,12517056.5
1109,212,11,12517056.5
1110,213,11,12517056.5
1111,214,11,12517056.5
1112,215,11,12517056.5
1113,216,11,12517056.5
1114,217,11,12517056.5
1115,218,11,12517056.5
1116,219,11,12517056.5
1117,220,11,12517056.5
1118,221,11,12517056.5
1119,222,11,12517056.5
1120,223,11,12517056.5
1121,224,11,12517056.5
1122,225,11,12517056.5
1123,226,11,12517056.5
1124,227,11,12517056.5
1125,228,11,12517056.5
1126,229,11,12517056.5
1127,230,11,12517056.5
1128,231,11,12517056.5
1129,232,11,12517056.5
1130,233,11,12517056.5
1131,234,11,12517056.5
1132,235,11,12517056.5
1133,236,11,12517056.5
1134,237,11,12517056.5
1135,238,11,12517056.5
1136,239,11,12517056.5
1137,240,11,12517056.5
1138,241,11,12517056.5
1139,242,11,12517056.5
1140,243,11,12517056.5
1141,244,11,12517056.5
1142,245,11,12517056.5
1143,246,11,12517056.5
1144,247,11,12517056.5
1145,248,11,12517056.5
1146,249,11,12517056.5
1147,250,11,12517056.5
1148,251,11,12517056.5
1149,252,11,12517056.5
1150,253,11,12517056.5
1151,254,11,12517056.5
1152,255,11,12517056.5
1153,256,11,12517056.5
1154,257,11,12517056.5
1155,258,11,12517056.5
1156,259,11,12517056.5
1157,260,11,12517056.5
1158,261,11,12517056.5
1159,262,11,12517056.5
1160,263,11,12517056.5
1161,264,11,12517056.5
1162,265,11,12517056.5
1163,266,11,12517056.5
1164,267,11,12517056.5
1165,268,11,12517056.5
1166,269,11,12517056.5
1167,270,11,12517056.5
1168,271,11,12517056.5
1169,272,11,12517056.5
1170,273,11,12517056.5
1171,274,11,12517056.5
1172,275,11,12517056.5
1173,276,11,12517056.5
1174,277,11,12517056.5
1175,278,11,12517056.5
1176,279,11,12517056.5
1177,280,11,12517056.5
1178,281,11,12517056.5
1179,282,11,12517056.5
1180,283,11,12517056.5
1181,284,11,12517056.5
1182,285,11,12517056.5
1183,286,11,12517056.5
1184,287,11,12517056.5
1185,288,11,12517056.5
1186,289,11,12517056.5
1187,290,11,12517056.5
1188,291,11,12517056.5
1189,292,11,12517056.5
1190,293,11,12517056.5
1191,294,11,12517056.5
1192,295,11,12517056.5
1193,296,11,12517056.5
1194,297,11,12517056.5
1195,298,11,12517056.5
