2.000000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.155000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.320000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.530000000000000000e+02,2.000000000000000000e+00,2.500000000000000000e+00,0.000000000000000000e+00
2.670000000000000000e+02,2.500000000000000000e+00,2.500000000000000000e+00,0.000000000000000000e+00
2.865000000000000000e+02,3.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00
3.065000000000000000e+02,4.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00
3.300000000000000000e+02,4.500000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00
3.490000000000000000e+02,5.500000000000000000e+00,5.500000000000000000e+00,0.000000000000000000e+00
3.725000000000000000e+02,8.000000000000000000e+00,7.500000000000000000e+00,0.000000000000000000e+00
3.855000000000000000e+02,9.000000000000000000e+00,7.500000000000000000e+00,0.000000000000000000e+00
4.090000000000000000e+02,1.050000000000000000e+01,8.000000000000000000e+00,0.000000000000000000e+00
4.340000000000000000e+02,1.200000000000000000e+01,8.500000000000000000e+00,0.000000000000000000e+00
4.580000000000000000e+02,1.650000000000000000e+01,9.000000000000000000e+00,0.000000000000000000e+00
4.795000000000000000e+02,1.800000000000000000e+01,9.500000000000000000e+00,0.000000000000000000e+00
5.025000000000000000e+02,1.950000000000000000e+01,1.050000000000000000e+01,0.000000000000000000e+00
5.475000000000000000e+02,2.200000000000000000e+01,1.250000000000000000e+01,0.000000000000000000e+00
5.840000000000000000e+02,2.500000000000000000e+01,1.450000000000000000e+01,0.000000000000000000e+00
6.225000000000000000e+02,2.700000000000000000e+01,1.550000000000000000e+01,0.000000000000000000e+00
6.680000000000000000e+02,3.000000000000000000e+01,1.550000000000000000e+01,0.000000000000000000e+00
7.020000000000000000e+02,3.350000000000000000e+01,1.650000000000000000e+01,0.000000000000000000e+00
7.515000000000000000e+02,3.700000000000000000e+01,1.800000000000000000e+01,0.000000000000000000e+00
7.960000000000000000e+02,3.950000000000000000e+01,2.100000000000000000e+01,5.000000000000000000e-01
8.415000000000000000e+02,4.450000000000000000e+01,2.250000000000000000e+01,1.000000000000000000e+00
8.955000000000000000e+02,5.150000000000000000e+01,2.400000000000000000e+01,1.000000000000000000e+00
9.550000000000000000e+02,5.950000000000000000e+01,2.450000000000000000e+01,2.000000000000000000e+00
1.012500000000000000e+03,6.650000000000000000e+01,2.600000000000000000e+01,4.000000000000000000e+00
1.062000000000000000e+03,6.750000000000000000e+01,2.550000000000000000e+01,8.000000000000000000e+00
1.155000000000000000e+03,7.700000000000000000e+01,2.450000000000000000e+01,1.750000000000000000e+01
1.233500000000000000e+03,8.500000000000000000e+01,2.400000000000000000e+01,3.500000000000000000e+01
1.301500000000000000e+03,9.550000000000000000e+01,2.850000000000000000e+01,6.550000000000000000e+01
1.389000000000000000e+03,1.060000000000000000e+02,3.100000000000000000e+01,1.225000000000000000e+02
1.463000000000000000e+03,1.120000000000000000e+02,3.600000000000000000e+01,2.290000000000000000e+02
1.569500000000000000e+03,1.325000000000000000e+02,4.050000000000000000e+01,4.260000000000000000e+02
1.661000000000000000e+03,1.545000000000000000e+02,4.900000000000000000e+01,7.980000000000000000e+02
1.764500000000000000e+03,1.815000000000000000e+02,6.300000000000000000e+01,1.489000000000000000e+03
1.886000000000000000e+03,2.145000000000000000e+02,9.150000000000000000e+01,2.806000000000000000e+03
2.006000000000000000e+03,2.750000000000000000e+02,1.325000000000000000e+02,5.260500000000000000e+03
2.128000000000000000e+03,3.815000000000000000e+02,2.035000000000000000e+02,9.884500000000000000e+03
2.247000000000000000e+03,5.740000000000000000e+02,3.645000000000000000e+02,1.846150000000000000e+04
2.398500000000000000e+03,8.905000000000000000e+02,6.110000000000000000e+02,3.450100000000000000e+04
2.545000000000000000e+03,1.459500000000000000e+03,1.156000000000000000e+03,6.454000000000000000e+04
2.702000000000000000e+03,2.526500000000000000e+03,2.147000000000000000e+03,1.207280000000000000e+05
2.887500000000000000e+03,4.490000000000000000e+03,3.961000000000000000e+03,2.261125000000000000e+05
3.097500000000000000e+03,8.157000000000000000e+03,7.339000000000000000e+03,4.232240000000000000e+05
3.322500000000000000e+03,1.488150000000000000e+04,1.365700000000000000e+04,7.922895000000000000e+05
3.558500000000000000e+03,2.744300000000000000e+04,2.559450000000000000e+04,1.482814500000000000e+06
3.860000000000000000e+03,5.131850000000000000e+04,4.761350000000000000e+04,2.775176500000000000e+06
4.268500000000000000e+03,9.541000000000000000e+04,8.916450000000000000e+04,5.194372000000000000e+06
