,Generation,Identity,Population
222,222,00,2293354.5
223,223,00,2293354.5
224,224,00,2293354.5
225,225,00,2293354.5
226,226,00,2293354.5
227,227,00,2293354.5
228,228,00,2293354.5
229,229,00,2293354.5
230,230,00,2293354.5
231,231,00,2293354.5
232,232,00,2293354.5
233,233,00,2293354.5
234,234,00,2293354.5
235,235,00,2293354.5
236,236,00,2293354.5
237,237,00,2293354.5
238,238,00,2293354.5
239,239,00,2293354.5
240,240,00,2293354.5
241,241,00,2293354.5
242,242,00,2293354.5
243,243,00,2293354.5
244,244,00,2293354.5
245,245,00,2293354.5
246,246,00,2293354.5
247,247,00,2293354.5
248,248,00,2293354.5
249,249,00,2293354.5
250,250,00,2293354.5
251,251,00,2293354.5
252,252,00,2293354.5
253,253,00,2293354.5
254,254,00,2293354.5
255,255,00,2293354.5
256,256,00,2293354.5
257,257,00,2293354.5
258,258,00,2293354.5
259,259,00,2293354.5
260,260,00,2293354.5
261,261,00,2293354.5
262,262,00,2293354.5
263,263,00,2293354.5
264,264,00,2293354.5
265,265,00,2293354.5
266,266,00,2293354.5
267,267,00,2293354.5
268,268,00,2293354.5
269,269,00,2293354.5
270,270,00,2293354.5
271,271,00,2293354.5
272,272,00,2293354.5
273,273,00,2293354.5
274,274,00,2293354.5
275,275,00,2293354.5
276,276,00,2293354.5
277,277,00,2293354.5
278,278,00,2293354.5
279,279,00,2293354.5
280,280,00,2293354.5
281,281,00,2293354.5
282,282,00,2293354.5
283,283,00,2293354.5
284,284,00,2293354.5
285,285,00,2293354.5
286,286,00,2293354.5
287,287,00,2293354.5
288,288,00,2293354.5
289,289,00,2293354.5
290,290,00,2293354.5
291,291,00,2293354.5
292,292,00,2293354.5
293,293,00,2293354.5
294,294,00,2293354.5
295,295,00,2293354.5
296,296,00,2293354.5
297,297,00,2293354.5
298,298,00,2293354.5
299,0,01,0.0
300,1,01,0.0
301,2,01,1.5
302,3,01,2.0
303,4,01,2.0
304,5,01,2.5
305,6,01,3.5
306,7,01,4.0
307,8,01,4.5
308,9,01,4.0
309,10,01,4.5
310,11,01,5.5
311,12,01,5.5
312,13,01,6.5
313,14,01,7.0
314,15,01,8.0
315,16,01,9.0
316,17,01,11.0
317,18,01,12.5
318,19,01,14.5
319,20,01,16.0
320,21,01,18.5
321,22,01,20.0
322,23,01,22.5
323,24,01,24.5
324,25,01,26.5
325,26,01,30.5
326,27,01,34.5
327,28,01,37.0
328,29,01,39.5
329,30,01,44.5
330,31,01,49.5
331,32,01,54.5
332,33,01,58.5
333,34,01,63.5
334,35,01,68.5
335,36,01,77.0
336,37,01,83.0
337,38,01,92.0
338,39,01,99.0
339,40,01,110.0
340,41,01,119.0
341,42,01,128.0
342,43,01,137.0
343,44,01,148.5
344,45,01,162.5
345,46,01,177.0
346,47,01,192.5
347,48,01,206.5
348,49,01,223.5
349,50,01,239.5
350,51,01,256.0
351,52,01,269.0
352,53,01,289.0
353,54,01,308.0
354,55,01,340.5
355,56,01,371.0
356,57,01,396.5
357,58,01,425.0
358,59,01,457.5
359,60,01,493.0
360,61,01,524.5
361,62,01,561.0
362,63,01,608.5
363,64,01,654.5
364,65,01,717.0
365,66,01,769.5
366,67,01,831.5
367,68,01,887.5
368,69,01,968.5
369,70,01,1042.0
370,71,01,1124.5
371,72,01,1214.5
372,73,01,1294.5
373,74,01,1391.5
374,75,01,1492.5
375,76,01,1604.0
376,77,01,1731.0
377,78,01,1840.5
378,79,01,1971.0
379,80,01,2124.0
380,81,01,2286.5
381,82,01,2445.0
382,83,01,2642.0
383,84,01,2845.5
384,85,01,3036.5
385,86,01,3255.0
386,87,01,3502.5
387,88,01,3759.0
388,89,01,4045.0
389,90,01,4348.5
390,91,01,4671.5
391,92,01,5012.0
392,93,01,5384.0
393,94,01,5787.0
394,95,01,6212.0
395,96,01,6667.5
396,97,01,7126.5
397,98,01,7697.0
398,99,01,8264.5
399,100,01,8853.5
400,101,01,9494.0
401,102,01,10161.5
402,103,01,10905.0
403,104,01,11708.5
404,105,01,12540.0
405,106,01,13466.5
406,107,01,14458.0
407,108,01,15483.5
408,109,01,16679.5
409,110,01,17883.5
410,111,01,19250.0
411,112,01,20683.0
412,113,01,22218.0
413,114,01,23880.5
414,115,01,25656.5
415,116,01,27586.0
416,117,01,29648.5
417,118,01,31852.0
418,119,01,34249.5
419,120,01,36777.5
420,121,01,39573.0
421,122,01,42624.5
422,123,01,45912.0
423,124,01,49489.5
424,125,01,53390.5
425,126,01,57510.0
426,127,01,62044.5
427,128,01,66953.0
428,129,01,72290.0
429,130,01,78147.0
430,131,01,84581.0
431,132,01,91608.5
432,133,01,99293.5
433,134,01,107718.0
434,135,01,117195.0
435,136,01,127772.0
436,137,01,139754.5
437,138,01,153026.0
438,139,01,168201.0
439,140,01,185567.5
440,141,01,205630.5
441,142,01,228871.5
442,143,01,256272.5
443,144,01,289581.0
444,145,01,330424.5
445,146,01,381556.0
446,147,01,447284.5
447,148,01,536166.0
448,149,01,554268.5
449,150,01,575625.0
450,151,01,600897.0
451,152,01,631798.5
452,153,01,669979.5
453,154,01,717974.0
454,155,01,779619.0
455,156,01,861164.5
456,157,01,973283.5
457,158,01,973283.5
458,159,01,973283.5
459,160,01,973283.5
460,161,01,973283.5
461,162,01,973283.5
462,163,01,973283.5
463,164,01,973283.5
464,165,01,973283.5
465,166,01,973283.5
466,167,01,973283.5
467,168,01,973283.5
468,169,01,973283.5
469,170,01,973283.5
470,171,01,973283.5
471,172,01,973283.5
472,173,01,973283.5
473,174,01,973283.5
474,175,01,973283.5
475,176,01,973283.5
476,177,01,973283.5
477,178,01,973283.5
478,179,01,973283.5
479,180,01,973283.5
480,181,01,973283.5
481,182,01,973283.5
482,183,01,973283.5
483,184,01,973283.5
484,185,01,973283.5
485,186,01,973283.5
486,187,01,973283.5
487,188,01,973283.5
488,189,01,973283.5
489,190,01,973283.5
490,191,01,973283.5
491,192,01,973283.5
492,193,01,973283.5
493,194,01,973283.5
494,195,01,973283.5
495,196,01,973283.5
496,197,01,973283.5
497,198,01,973283.5
498,199,01,973283.5
499,200,01,973283.5
500,201,01,973283.5
501,202,01,973283.5
502,203,01,973283.5
503,204,01,973283.5
504,205,01,973283.5
505,206,01,973283.5
506,207,01,973283.5
507,208,01,973283.5
508,209,01,973283.5
509,210,01,973283.5
510,211,01,973283.5
511,212,01,973283.5
512,213,01,973283.5
513,214,01,973283.5
514,215,01,973283.5
515,216,01,973283.5
516,217,01,973283.5
517,218,01,973283.5
518,219,01,973283.5
519,220,01,973283.5
520,221,01,973283.5
521,222,01,973283.5
522,223,01,973283.5
523,224,01,973283.5
524,225,01,973283.5
525,226,01,973283.5
526,227,01,973283.5
527,228,01,973283.5
528,229,01,973283.5
529,230,01,973283.5
530,231,01,973283.5
531,232,01,973283.5
532,233,01,973283.5
533,234,01,973283.5
534,235,01,973283.5
535,236,01,973283.5
536,237,01,973283.5
537,238,01,973283.5
538,239,01,973283.5
539,240,01,973283.5
540,241,01,973283.5
541,242,01,973283.5
542,243,01,973283.5
543,244,01,973283.5
544,245,01,973283.5
545,246,01,973283.5
546,247,01,973283.5
547,248,01,973283.5
548,249,01,973283.5
549,250,01,973283.5
550,251,01,973283.5
551,252,01,973283.5
552,253,01,973283.5
553,254,01,973283.5
554,255,01,973283.5
555,256,01,973283.5
556,257,01,973283.5
557,258,01,973283.5
558,259,01,973283.5
559,260,01,973283.5
560,261,01,973283.5
561,262,01,973283.5
562,263,01,973283.5
563,264,01,973283.5
564,265,01,973283.5
565,266,01,973283.5
566,267,01,973283.5
567,268,01,973283.5
568,269,01,973283.5
569,270,01,973283.5
570,271,01,973283.5
571,272,01,973283.5
572,273,01,973283.5
573,274,01,973283.5
574,275,01,973283.5
575,276,01,973283.5
576,277,01,973283.5
577,278,01,973283.5
578,279,01,973283.5
579,280,01,973283.5
580,281,01,973283.5
581,282,01,973283.5
582,283,01,973283.5
583,284,01,973283.5
584,285,01,973283.5
585,286,01,973283.5
586,287,01,973283.5
587,288,01,973283.5
588,289,01,973283.5
589,290,01,973283.5
590,291,01,973283.5
591,292,01,973283.5
592,293,01,973283.5
593,294,01,973283.5
594,295,01,973283.5
595,296,01,973283.5
596,297,01,973283.5
597,298,01,973283.5
598,0,10,0.0
599,1,10,1.0
600,2,10,1.0
601,3,10,1.5
602,4,10,1.5
603,5,10,2.0
604,6,10,2.5
605,7,10,3.0
606,8,10,3.0
607,9,10,4.0
608,10,10,4.5
609,11,10,4.5
610,12,10,5.5
611,13,10,6.0
612,14,10,6.5
613,15,10,7.0
614,16,10,7.0
615,17,10,7.5
616,18,10,8.0
617,19,10,8.5
618,20,10,7.0
619,21,10,7.0
620,22,10,9.0
621,23,10,10.5
622,24,10,12.5
623,25,10,15.5
624,26,10,17.0
625,27,10,19.0
626,28,10,21.0
627,29,10,24.0
628,30,10,26.0
629,31,10,25.5
630,32,10,29.5
631,33,10,35.0
632,34,10,36.5
633,35,10,39.5
634,36,10,42.0
635,37,10,47.5
636,38,10,53.0
637,39,10,56.5
638,40,10,60.5
639,41,10,67.5
640,42,10,73.0
641,43,10,82.0
642,44,10,90.5
643,45,10,95.5
644,46,10,102.5
645,47,10,106.5
646,48,10,115.5
647,49,10,124.5
648,50,10,137.0
649,51,10,150.5
650,52,10,160.5
651,53,10,174.0
652,54,10,185.5
653,55,10,200.0
654,56,10,214.5
655,57,10,229.0
656,58,10,243.0
657,59,10,255.5
658,60,10,269.5
659,61,10,293.5
660,62,10,318.0
661,63,10,343.5
662,64,10,373.0
663,65,10,403.5
664,66,10,440.0
665,67,10,476.0
666,68,10,508.5
667,69,10,539.5
668,70,10,574.5
669,71,10,622.5
670,72,10,656.0
671,73,10,710.5
672,74,10,752.0
673,75,10,795.0
674,76,10,855.0
675,77,10,917.0
676,78,10,981.0
677,79,10,1046.5
678,80,10,1118.0
679,81,10,1199.5
680,82,10,1288.0
681,83,10,1370.5
682,84,10,1456.0
683,85,10,1552.5
684,86,10,1657.5
685,87,10,1756.5
686,88,10,1864.5
687,89,10,1970.5
688,90,10,2095.5
689,91,10,2241.0
690,92,10,2407.0
691,93,10,2571.0
692,94,10,2753.0
693,95,10,2926.0
694,96,10,3116.5
695,97,10,3339.5
696,98,10,3575.0
697,99,10,3843.5
698,100,10,4115.0
699,101,10,4429.5
700,102,10,4704.0
701,103,10,5025.5
702,104,10,5379.5
703,105,10,5736.0
704,106,10,6112.0
705,107,10,6558.0
706,108,10,6969.5
707,109,10,7454.0
708,110,10,7977.0
709,111,10,8553.5
710,112,10,9155.5
711,113,10,9809.5
712,114,10,10500.0
713,115,10,11278.0
714,116,10,12111.0
715,117,10,13009.5
716,118,10,13882.5
717,119,10,14882.5
718,120,10,15970.0
719,121,10,17109.0
720,122,10,18421.0
721,123,10,19800.0
722,124,10,21342.0
723,125,10,22932.5
724,126,10,24749.0
725,127,10,26659.5
726,128,10,28756.0
727,129,10,31079.5
728,130,10,33614.0
729,131,10,36447.0
730,132,10,39605.0
731,133,10,43069.5
732,134,10,46951.5
733,135,10,51198.0
734,136,10,55973.0
735,137,10,61451.0
736,138,10,67705.5
737,139,10,74993.0
738,140,10,83420.5
739,141,10,93391.5
740,142,10,105189.0
741,143,10,119375.0
742,144,10,136996.0
743,145,10,159278.0
744,146,10,188798.5
745,147,10,229130.5
746,148,10,287286.5
747,149,10,296629.0
748,150,10,307612.5
749,151,10,321269.0
750,152,10,338044.0
751,153,10,359101.0
752,154,10,386833.5
753,155,10,423935.0
754,156,10,475420.0
755,157,10,551060.0
756,158,10,551060.0
757,159,10,551060.0
758,160,10,551060.0
759,161,10,551060.0
760,162,10,551060.0
761,163,10,551060.0
762,164,10,551060.0
763,165,10,551060.0
764,166,10,551060.0
765,167,10,551060.0
766,168,10,551060.0
767,169,10,551060.0
768,170,10,551060.0
769,171,10,551060.0
770,172,10,551060.0
771,173,10,551060.0
772,174,10,551060.0
773,175,10,551060.0
774,176,10,551060.0
775,177,10,551060.0
776,178,10,551060.0
777,179,10,551060.0
778,180,10,551060.0
779,181,10,551060.0
780,182,10,551060.0
781,183,10,551060.0
782,184,10,551060.0
783,185,10,551060.0
784,186,10,551060.0
785,187,10,551060.0
786,188,10,551060.0
787,189,10,551060.0
788,190,10,551060.0
789,191,10,551060.0
790,192,10,551060.0
791,193,10,551060.0
792,194,10,551060.0
793,195,10,551060.0
794,196,10,551060.0
795,197,10,551060.0
796,198,10,551060.0
797,199,10,551060.0
798,200,10,551060.0
799,201,10,551060.0
800,202,10,551060.0
801,203,10,551060.0
802,204,10,551060.0
803,205,10,551060.0
804,206,10,551060.0
805,207,10,551060.0
806,208,10,551060.0
807,209,10,551060.0
808,210,10,551060.0
809,211,10,551060.0
810,212,10,551060.0
811,213,10,551060.0
812,214,10,551060.0
813,215,10,551060.0
814,216,10,551060.0
815,217,10,551060.0
816,218,10,551060.0
817,219,10,551060.0
818,220,10,551060.0
819,221,10,551060.0
820,222,10,551060.0
821,223,10,551060.0
822,224,10,551060.0
823,225,10,551060.0
824,226,10,551060.0
825,227,10,551060.0
826,228,10,551060.0
827,229,10,551060.0
828,230,10,551060.0
829,231,10,551060.0
830,232,10,551060.0
831,233,10,551060.0
832,234,10,551060.0
833,235,10,551060.0
834,236,10,551060.0
835,237,10,551060.0
836,238,10,551060.0
837,239,10,551060.0
838,240,10,551060.0
839,241,10,551060.0
840,242,10,551060.0
841,243,10,551060.0
842,244,10,551060.0
843,245,10,551060.0
844,246,10,551060.0
845,247,10,551060.0
846,248,10,551060.0
847,249,10,551060.0
848,250,10,551060.0
849,251,10,551060.0
850,252,10,551060.0
851,253,10,551060.0
852,254,10,551060.0
853,255,10,551060.0
854,256,10,551060.0
855,257,10,551060.0
856,258,10,551060.0
857,259,10,551060.0
858,260,10,551060.0
859,261,10,551060.0
860,262,10,551060.0
861,263,10,551060.0
862,264,10,551060.0
863,265,10,551060.0
864,266,10,551060.0
865,267,10,551060.0
866,268,10,551060.0
867,269,10,551060.0
868,270,10,551060.0
869,271,10,551060.0
870,272,10,551060.0
871,273,10,551060.0
872,274,10,551060.0
873,275,10,551060.0
874,276,10,551060.0
875,277,10,551060.0
876,278,10,551060.0
877,279,10,551060.0
878,280,10,551060.0
879,281,10,551060.0
880,282,10,551060.0
881,283,10,551060.0
882,284,10,551060.0
883,285,10,551060.0
884,286,10,551060.0
885,287,10,551060.0
886,288,10,551060.0
887,289,10,551060.0
888,290,10,551060.0
889,291,10,551060.0
890,292,10,551060.0
891,293,10,551060.0
892,294,10,551060.0
893,295,10,551060.0
894,296,10,551060.0
895,297,10,551060.0
896,298,10,551060.0
897,0,11,0.0
898,1,11,0.0
899,2,11,0.0
900,3,11,0.0
901,4,11,0.0
902,5,11,0.0
903,6,11,0.0
904,7,11,0.0
905,8,11,0.0
906,9,11,0.0
907,10,11,0.0
908,11,11,0.0
909,12,11,0.0
910,13,11,0.0
911,14,11,0.0
912,15,11,0.0
913,16,11,0.0
914,17,11,0.0
915,18,11,0.0
916,19,11,0.0
917,20,11,0.0
918,21,11,0.0
919,22,11,0.0
920,23,11,0.5
921,24,11,0.5
922,25,11,0.5
923,26,11,0.5
924,27,11,1.0
925,28,11,1.0
926,29,11,1.0
927,30,11,1.5
928,31,11,1.5
929,32,11,1.5
930,33,11,1.5
931,34,11,1.5
932,35,11,1.5
933,36,11,1.5
934,37,11,1.5
935,38,11,1.5
936,39,11,2.0
937,40,11,2.0
938,41,11,2.5
939,42,11,2.5
940,43,11,3.0
941,44,11,3.0
942,45,11,3.0
943,46,11,4.0
944,47,11,4.5
945,48,11,5.0
946,49,11,5.0
947,50,11,6.0
948,51,11,6.0
949,52,11,6.5
950,53,11,7.0
951,54,11,8.0
952,55,11,9.5
953,56,11,10.0
954,57,11,11.0
955,58,11,12.0
956,59,11,14.0
957,60,11,15.5
958,61,11,16.5
959,62,11,16.0
960,63,11,16.0
961,64,11,19.0
962,65,11,20.0
963,66,11,21.5
964,67,11,23.5
965,68,11,26.0
966,69,11,28.0
967,70,11,30.5
968,71,11,34.0
969,72,11,38.5
970,73,11,41.5
971,74,11,45.0
972,75,11,47.5
973,76,11,50.5
974,77,11,54.5
975,78,11,66.5
976,79,11,73.0
977,80,11,79.0
978,81,11,90.5
979,82,11,98.5
980,83,11,104.0
981,84,11,115.5
982,85,11,130.0
983,86,11,141.0
984,87,11,158.0
985,88,11,175.0
986,89,11,192.0
987,90,11,208.0
988,91,11,230.5
989,92,11,258.5
990,93,11,284.5
991,94,11,308.0
992,95,11,340.0
993,96,11,376.5
994,97,11,407.0
995,98,11,452.0
996,99,11,492.0
997,100,11,533.5
998,101,11,573.0
999,102,11,626.5
1000,103,11,694.5
1001,104,11,756.5
1002,105,11,840.5
1003,106,11,924.0
1004,107,11,1008.0
1005,108,11,1121.5
1006,109,11,1242.0
1007,110,11,1367.0
1008,111,11,1501.5
1009,112,11,1661.5
1010,113,11,1851.0
1011,114,11,2057.5
1012,115,11,2297.5
1013,116,11,2543.5
1014,117,11,2834.5
1015,118,11,3130.5
1016,119,11,3487.0
1017,120,11,3893.0
1018,121,11,4380.5
1019,122,11,4946.0
1020,123,11,5585.0
1021,124,11,6321.0
1022,125,11,7167.5
1023,126,11,8151.5
1024,127,11,9319.0
1025,128,11,10766.0
1026,129,11,12432.5
1027,130,11,14449.5
1028,131,11,16943.5
1029,132,11,19992.5
1030,133,11,23847.0
1031,134,11,28731.0
1032,135,11,34884.5
1033,136,11,43109.5
1034,137,11,53998.5
1035,138,11,68806.5
1036,139,11,89730.0
1037,140,11,119538.5
1038,141,11,163648.5
1039,142,11,230738.0
1040,143,11,336195.5
1041,144,11,507127.0
1042,145,11,793213.0
1043,146,11,1283948.0
1044,147,11,2147235.0
1045,148,11,3692816.0
1046,149,11,3733420.5
1047,150,11,3793839.5
1048,151,11,3886334.5
1049,152,11,4032306.0
1050,153,11,4269613.0
1051,154,11,4666346.0
1052,155,11,5349013.5
1053,156,11,6549097.5
1054,157,11,8697085.0
1055,158,11,8697085.0
1056,159,11,8697085.0
1057,160,11,8697085.0
1058,161,11,8697085.0
1059,162,11,8697085.0
1060,163,11,8697085.0
1061,164,11,8697085.0
1062,165,11,8697085.0
1063,166,11,8697085.0
1064,167,11,8697085.0
1065,168,11,8697085.0
1066,169,11,8697085.0
1067,170,11,8697085.0
1068,171,11,8697085.0
1069,172,11,8697085.0
1070,173,11,8697085.0
1071,174,11,8697085.0
1072,175,11,8697085.0
1073,176,11,8697085.0
1074,177,11,8697085.0
1075,178,11,8697085.0
1076,179,11,8697085.0
1077,180,11,8697085.0
1078,181,11,8697085.0
1079,182,11,8697085.0
1080,183,11,8697085.0
1081,184,11,8697085.0
1082,185,11,8697085.0
1083,186,11,8697085.0
1084,187,11,8697085.0
1085,188,11,8697085.0
1086,189,11,8697085.0
1087,190,11,8697085.0
1088,191,11,8697085.0
1089,192,11,8697085.0
1090,193,11,8697085.0
1091,194,11,8697085.0
1092,195,11,8697085.0
1093,196,11,8697085.0
1094,197,11,8697085.0
1095,198,11,8697085.0
1096,199,11,8697085.0
1097,200,11,8697085.0
1098,201,11,8697085.0
1099,202,11,8697085.0
1100,203,11,8697085.0
1101,204,11,8697085.0
1102,205,11,8697085.0
1103,206,11,8697085.0
1104,207,11,8697085.0
1105,208,11,8697085.0
1106,209,11,8697085.0
1107,210,11,8697085.0
1108,211,11,8697085.0
1109,212,11,8697085.0
1110,213,11,8697085.0
1111,214,11,8697085.0
1112,215,11,8697085.0
1113,216,11,8697085.0
1114,217,11,8697085.0
1115,218,11,8697085.0
1116,219,11,8697085.0
1117,220,11,8697085.0
1118,221,11,8697085.0
1119,222,11,8697085.0
1120,223,11,8697085.0
1121,224,11,8697085.0
1122,225,11,8697085.0
1123,226,11,8697085.0
1124,227,11,8697085.0
1125,228,11,8697085.0
1126,229,11,8697085.0
1127,230,11,8697085.0
1128,231,11,8697085.0
1129,232,11,8697085.0
1130,233,11,8697085.0
1131,234,11,8697085.0
1132,235,11,8697085.0
1133,236,11,8697085.0
1134,237,11,8697085.0
1135,238,11,8697085.0
1136,239,11,8697085.0
1137,240,11,8697085.0
1138,241,11,8697085.0
1139,242,11,8697085.0
1140,243,11,8697085.0
1141,244,11,8697085.0
1142,245,11,8697085.0
1143,246,11,8697085.0
1144,247,11,8697085.0
1145,248,11,8697085.0
1146,249,11,8697085.0
1147,250,11,8697085.0
1148,251,11,8697085.0
1149,252,11,8697085.0
1150,253,11,8697085.0
1151,254,11,8697085.0
1152,255,11,8697085.0
1153,256,11,8697085.0
1154,257,11,8697085.0
1155,258,11,8697085.0
1156,259,11,8697085.0
1157,260,11,8697085.0
1158,261,11,8697085.0
1159,262,11,8697085.0
1160,263,11,8697085.0
1161,264,11,8697085.0
1162,265,11,8697085.0
1163,266,11,8697085.0
1164,267,11,8697085.0
1165,268,11,8697085.0
1166,269,11,8697085.0
1167,270,11,8697085.0
1168,271,11,8697085.0
1169,272,11,8697085.0
1170,273,11,8697085.0
1171,274,11,8697085.0
1172,275,11,8697085.0
1173,276,11,8697085.0
1174,277,11,8697085.0
1175,278,11,8697085.0
1176,279,11,8697085.0
1177,280,11,8697085.0
1178,281,11,8697085.0
1179,282,11,8697085.0
1180,283,11,8697085.0
1181,284,11,8697085.0
1182,285,11,8697085.0
1183,286,11,8697085.0
1184,287,11,8697085.0
1185,288,11,8697085.0
1186,289,11,8697085.0
1187,290,11,8697085.0
1188,291,11,8697085.0
1189,292,11,8697085.0
1190,293,11,8697085.0
1191,294,11,8697085.0
1192,295,11,8697085.0
1193,296,11,8697085.0
1194,297,11,8697085.0
1195,298,11,8697085.0
