2.000000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.145000000000000000e+02,5.000000000000000000e-01,5.000000000000000000e-01,0.000000000000000000e+00
2.240000000000000000e+02,1.500000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.365000000000000000e+02,1.500000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.560000000000000000e+02,1.500000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.710000000000000000e+02,2.500000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.855000000000000000e+02,3.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.055000000000000000e+02,3.000000000000000000e+00,2.500000000000000000e+00,0.000000000000000000e+00
3.195000000000000000e+02,2.500000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00
3.435000000000000000e+02,2.500000000000000000e+00,2.500000000000000000e+00,0.000000000000000000e+00
3.640000000000000000e+02,4.000000000000000000e+00,2.500000000000000000e+00,0.000000000000000000e+00
3.835000000000000000e+02,5.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00
4.030000000000000000e+02,6.000000000000000000e+00,2.500000000000000000e+00,0.000000000000000000e+00
4.200000000000000000e+02,9.000000000000000000e+00,2.500000000000000000e+00,0.000000000000000000e+00
4.400000000000000000e+02,1.050000000000000000e+01,3.500000000000000000e+00,0.000000000000000000e+00
4.680000000000000000e+02,1.200000000000000000e+01,4.000000000000000000e+00,0.000000000000000000e+00
5.025000000000000000e+02,1.400000000000000000e+01,6.000000000000000000e+00,0.000000000000000000e+00
5.280000000000000000e+02,1.550000000000000000e+01,7.000000000000000000e+00,0.000000000000000000e+00
5.615000000000000000e+02,1.900000000000000000e+01,6.500000000000000000e+00,0.000000000000000000e+00
5.820000000000000000e+02,2.200000000000000000e+01,8.000000000000000000e+00,0.000000000000000000e+00
6.250000000000000000e+02,2.650000000000000000e+01,1.000000000000000000e+01,0.000000000000000000e+00
6.740000000000000000e+02,3.150000000000000000e+01,1.300000000000000000e+01,0.000000000000000000e+00
7.135000000000000000e+02,3.800000000000000000e+01,1.600000000000000000e+01,0.000000000000000000e+00
7.630000000000000000e+02,4.250000000000000000e+01,1.950000000000000000e+01,0.000000000000000000e+00
8.225000000000000000e+02,4.750000000000000000e+01,2.400000000000000000e+01,0.000000000000000000e+00
8.700000000000000000e+02,5.200000000000000000e+01,2.850000000000000000e+01,5.000000000000000000e-01
9.195000000000000000e+02,6.150000000000000000e+01,3.400000000000000000e+01,1.000000000000000000e+00
9.710000000000000000e+02,7.050000000000000000e+01,4.050000000000000000e+01,2.000000000000000000e+00
1.030500000000000000e+03,8.300000000000000000e+01,4.850000000000000000e+01,1.500000000000000000e+00
1.094000000000000000e+03,9.200000000000000000e+01,5.600000000000000000e+01,2.000000000000000000e+00
1.165000000000000000e+03,1.040000000000000000e+02,6.350000000000000000e+01,2.500000000000000000e+00
1.258500000000000000e+03,1.200000000000000000e+02,7.600000000000000000e+01,2.500000000000000000e+00
1.357500000000000000e+03,1.360000000000000000e+02,8.950000000000000000e+01,2.000000000000000000e+00
1.450000000000000000e+03,1.550000000000000000e+02,9.850000000000000000e+01,2.000000000000000000e+00
1.534500000000000000e+03,1.800000000000000000e+02,1.110000000000000000e+02,2.500000000000000000e+00
