,Generation,Identity,Population
0,0,00,214.5
1,1,00,224.0
2,2,00,236.5
3,3,00,256.0
4,4,00,271.0
5,5,00,285.5
6,6,00,305.5
7,7,00,319.5
8,8,00,343.5
9,9,00,364.0
10,10,00,383.5
11,11,00,403.0
12,12,00,420.0
13,13,00,440.0
14,14,00,468.0
15,15,00,502.5
16,16,00,528.0
17,17,00,561.5
18,18,00,582.0
19,19,00,625.0
20,20,00,674.0
21,21,00,713.5
22,22,00,763.0
23,23,00,822.5
24,24,00,870.0
25,25,00,919.5
26,26,00,971.0
27,27,00,1030.5
28,28,00,1094.0
29,29,00,1165.0
30,30,00,1258.5
31,31,00,1357.5
32,32,00,1450.0
33,33,00,1534.5
34,34,00,1650.0
35,35,00,1771.0
36,36,00,1911.0
37,37,00,2076.0
38,38,00,2224.0
39,39,00,2364.0
40,40,00,2550.5
41,41,00,2745.0
42,42,00,2971.5
43,43,00,3197.5
44,44,00,3456.5
45,45,00,3761.0
46,46,00,4089.5
47,47,00,4482.5
48,48,00,4876.0
49,49,00,5338.0
50,50,00,5904.5
51,51,00,6564.5
52,52,00,7289.0
53,53,00,8153.5
54,54,00,9179.5
55,55,00,10349.0
56,56,00,11806.5
57,57,00,13531.5
58,58,00,15670.0
59,59,00,18327.0
60,60,00,21567.0
61,61,00,25677.5
62,62,00,30937.5
63,63,00,37597.5
64,64,00,46270.5
65,65,00,57722.0
66,66,00,72720.5
67,67,00,92728.0
68,68,00,119953.5
69,69,00,156903.5
70,70,00,207860.0
71,71,00,278745.0
72,72,00,378329.0
73,73,00,519646.0
74,74,00,722220.5
75,75,00,1015594.5
76,76,00,1443948.5
77,77,00,1536355.0
78,78,00,1667030.5
79,79,00,1853656.0
80,80,00,2122161.5
81,81,00,2512857.0
82,82,00,2512857.0
83,83,00,2512857.0
84,84,00,2512857.0
85,85,00,2512857.0
86,86,00,2512857.0
87,87,00,2512857.0
88,88,00,2512857.0
89,89,00,2512857.0
90,90,00,2512857.0
91,91,00,2512857.0
92,92,00,2512857.0
93,93,00,2512857.0
94,94,00,2512857.0
95,95,00,2512857.0
96,96,00,2512857.0
97,97,00,2512857.0
98,98,00,2512857.0
99,99,00,2512857.0
100,100,00,2512857.0
101,101,00,2512857.0
102,102,00,2512857.0
103,103,00,2512857.0
104,104,00,2512857.0
105,105,00,2512857.0
106,106,00,2512857.0
107,107,00,2512857.0
108,108,00,2512857.0
109,109,00,2512857.0
110,110,00,2512857.0
111,111,00,2512857.0
112,112,00,2512857.0
113,113,00,2512857.0
114,114,00,2512857.0
115,115,00,2512857.0
116,116,00,2512857.0
117,117,00,2512857.0
118,118,00,2512857.0
119,119,00,2512857.0
120,120,00,2512857.0
121,121,00,2512857.0
122,122,00,2512857.0
123,123,00,2512857.0
124,124,00,2512857.0
125,125,00,2512857.0
126,126,00,2512857.0
127,127,00,2512857.0
128,128,00,2512857.0
129,129,00,2512857.0
130,130,00,2512857.0
131,131,00,2512857.0
132,132,00,2512857.0
133,133,00,2512857.0
134,134,00,2512857.0
135,135,00,2512857.0
136,136,00,2512857.0
137,137,00,2512857.0
138,138,00,2512857.0
139,139,00,2512857.0
140,140,00,2512857.0
141,141,00,2512857.0
142,142,00,2512857.0
143,143,00,2512857.0
144,144,00,2512857.0
145,145,00,2512857.0
146,146,00,2512857.0
147,147,00,2512857.0
148,148,00,2512857.0
149,149,00,2512857.0
150,150,00,2512857.0
151,151,00,2512857.0
152,152,00,2512857.0
153,153,00,2512857.0
154,154,00,2512857.0
155,155,00,2512857.0
156,156,00,2512857.0
157,157,00,2512857.0
158,158,00,2512857.0
159,159,00,2512857.0
160,160,00,2512857.0
161,161,00,2512857.0
162,162,00,2512857.0
163,163,00,2512857.0
164,164,00,2512857.0
165,165,00,2512857.0
166,166,00,2512857.0
167,167,00,2512857.0
168,168,00,2512857.0
169,169,00,2512857.0
170,170,00,2512857.0
171,171,00,2512857.0
172,172,00,2512857.0
173,173,00,2512857.0
174,174,00,2512857.0
175,175,00,2512857.0
176,176,00,2512857.0
177,177,00,2512857.0
178,178,00,2512857.0
179,179,00,2512857.0
180,180,00,2512857.0
181,181,00,2512857.0
182,182,00,2512857.0
183,183,00,2512857.0
184,184,00,2512857.0
185,185,00,2512857.0
186,186,00,2512857.0
187,187,00,2512857.0
188,188,00,2512857.0
189,189,00,2512857.0
190,190,00,2512857.0
191,191,00,2512857.0
192,192,00,2512857.0
193,193,00,2512857.0
194,194,00,2512857.0
195,195,00,2512857.0
196,196,00,2512857.0
197,197,00,2512857.0
198,198,00,2512857.0
199,199,00,2512857.0
200,200,00,2512857.0
201,201,00,2512857.0
202,202,00,2512857.0
203,203,00,2512857.0
204,204,00,2512857.0
205,205,00,2512857.0
206,206,00,2512857.0
207,207,00,2512857.0
208,208,00,2512857.0
209,209,00,2512857.0
210,210,00,2512857.0
211,211,00,2512857.0
212,212,00,2512857.0
213,213,00,2512857.0
214,214,00,2512857.0
215,215,00,2512857.0
216,216,00,2512857.0
217,217,00,2512857.0
218,218,00,2512857.0
219,219,00,2512857.0
220,220,00,2512857.0
221,221,00,2512857.0
222,222,00,2512857.0
223,223,00,2512857.0
224,224,00,2512857.0
225,225,00,2512857.0
226,226,00,2512857.0
227,227,00,2512857.0
228,228,00,2512857.0
229,229,00,2512857.0
230,230,00,2512857.0
231,231,00,2512857.0
232,232,00,2512857.0
233,233,00,2512857.0
234,234,00,2512857.0
235,235,00,2512857.0
236,236,00,2512857.0
237,237,00,2512857.0
238,238,00,2512857.0
239,239,00,2512857.0
240,240,00,2512857.0
241,241,00,2512857.0
242,242,00,2512857.0
243,243,00,2512857.0
244,244,00,2512857.0
245,245,00,2512857.0
246,246,00,2512857.0
247,247,00,2512857.0
248,248,00,2512857.0
249,249,00,2512857.0
250,250,00,2512857.0
251,251,00,2512857.0
252,252,00,2512857.0
253,253,00,2512857.0
254,254,00,2512857.0
255,255,00,2512857.0
256,256,00,2512857.0
257,257,00,2512857.0
258,258,00,2512857.0
259,259,00,2512857.0
260,260,00,2512857.0
261,261,00,2512857.0
262,262,00,2512857.0
263,263,00,2512857.0
264,264,00,2512857.0
265,265,00,2512857.0
266,266,00,2512857.0
267,267,00,2512857.0
268,268,00,2512857.0
269,269,00,2512857.0
270,270,00,2512857.0
271,271,00,2512857.0
272,272,00,2512857.0
273,273,00,2512857.0
274,274,00,2512857.0
275,275,00,2512857.0
276,276,00,2512857.0
277,277,00,2512857.0
278,278,00,2512857.0
279,279,00,2512857.0
280,280,00,2512857.0
281,281,00,2512857.0
282,282,00,2512857.0
283,283,00,2512857.0
284,284,00,2512857.0
285,285,00,2512857.0
286,286,00,2512857.0
287,287,00,2512857.0
288,288,00,2512857.0
289,289,00,2512857.0
290,290,00,2512857.0
291,291,00,2512857.0
292,292,00,2512857.0
293,293,00,2512857.0
294,294,00,2512857.0
295,295,00,2512857.0
296,296,00,2512857.0
297,297,00,2512857.0
298,298,00,2512857.0
299,0,01,0.5
300,1,01,1.5
301,2,01,1.5
302,3,01,1.5
303,4,01,2.5
304,5,01,3.0
305,6,01,3.0
306,7,01,2.5
307,8,01,2.5
308,9,01,4.0
309,10,01,5.0
310,11,01,6.0
311,12,01,9.0
312,13,01,10.5
313,14,01,12.0
314,15,01,14.0
315,16,01,15.5
316,17,01,19.0
317,18,01,22.0
318,19,01,26.5
319,20,01,31.5
320,21,01,38.0
321,22,01,42.5
322,23,01,47.5
323,24,01,52.0
324,25,01,61.5
325,26,01,70.5
326,27,01,83.0
327,28,01,92.0
328,29,01,104.0
329,30,01,120.0
330,31,01,136.0
331,32,01,155.0
332,33,01,180.0
333,34,01,209.5
334,35,01,243.0
335,36,01,277.0
336,37,01,310.5
337,38,01,359.0
338,39,01,419.5
339,40,01,476.0
340,41,01,559.0
341,42,01,641.5
342,43,01,734.0
343,44,01,851.0
344,45,01,981.5
345,46,01,1144.5
346,47,01,1348.0
347,48,01,1583.0
348,49,01,1872.0
349,50,01,2180.0
350,51,01,2571.5
351,52,01,3049.5
352,53,01,3635.5
353,54,01,4366.5
354,55,01,5248.5
355,56,01,6341.0
356,57,01,7728.5
357,58,01,9463.0
358,59,01,11680.5
359,60,01,14474.5
360,61,01,18053.0
361,62,01,22691.0
362,63,01,28742.0
363,64,01,36727.5
364,65,01,47297.0
365,66,01,61302.5
366,67,01,80388.5
367,68,01,106449.0
368,69,01,142177.5
369,70,01,191757.5
370,71,01,261482.0
371,72,01,360013.5
372,73,01,500450.0
373,74,01,702667.0
374,75,01,997830.0
375,76,01,1431067.0
376,77,01,1521832.5
377,78,01,1651441.5
378,79,01,1837614.0
379,80,01,2106932.5
380,81,01,2499789.5
381,82,01,2499789.5
382,83,01,2499789.5
383,84,01,2499789.5
384,85,01,2499789.5
385,86,01,2499789.5
386,87,01,2499789.5
387,88,01,2499789.5
388,89,01,2499789.5
389,90,01,2499789.5
390,91,01,2499789.5
391,92,01,2499789.5
392,93,01,2499789.5
393,94,01,2499789.5
394,95,01,2499789.5
395,96,01,2499789.5
396,97,01,2499789.5
397,98,01,2499789.5
398,99,01,2499789.5
399,100,01,2499789.5
400,101,01,2499789.5
401,102,01,2499789.5
402,103,01,2499789.5
403,104,01,2499789.5
404,105,01,2499789.5
405,106,01,2499789.5
406,107,01,2499789.5
